Date,No of Trans,Max,Min,Close,Volume
2017-04-19,248.0,472.0,455.0,472.0,88741.0
2017-04-20,219.0,499.0,468.0,477.0,89029.0
2017-04-23,252.0,507.0,485.0,489.0,69138.0
2017-04-24,188.0,498.0,480.0,485.0,31185.0
2017-04-25,161.0,487.0,480.0,484.0,35169.0
2017-04-26,84.0,489.0,480.0,481.0,16731.0
2017-04-27,110.0,480.0,470.0,477.0,26564.0
2017-04-30,93.0,490.0,468.0,474.0,15070.0
2017-05-02,81.0,479.0,461.0,466.0,13543.0
2017-05-03,135.0,482.0,465.0,470.0,31441.0
2017-05-04,109.0,475.0,460.0,464.0,20701.0
2017-05-07,85.0,465.0,457.0,460.0,18238.0
2017-05-08,76.0,468.0,451.0,460.0,12400.0
2017-05-09,92.0,466.0,456.0,462.0,22112.0
2017-05-11,104.0,465.0,460.0,465.0,44973.0
2017-05-15,77.0,474.0,456.0,461.0,38099.0
2017-05-16,91.0,465.0,461.0,461.0,28031.0
2017-05-17,103.0,470.0,459.0,461.0,27082.0
2017-05-18,84.0,465.0,460.0,465.0,23822.0
2017-05-21,79.0,468.0,455.0,456.0,17366.0
2017-05-22,71.0,460.0,451.0,452.0,16719.0
2017-06-01,105.0,458.0,450.0,452.0,22966.0
2017-06-04,114.0,452.0,446.0,451.0,23882.0
2017-06-05,158.0,455.0,445.0,455.0,55375.0
2017-06-06,155.0,464.0,456.0,464.0,36744.0
2017-06-07,121.0,473.0,456.0,458.0,25396.0
2017-06-08,71.0,457.0,449.0,453.0,10451.0
2017-06-11,123.0,450.0,440.0,443.0,19629.0
2017-06-12,89.0,450.0,435.0,442.0,23250.0
2017-06-13,114.0,445.0,436.0,441.0,20989.0
2017-06-14,91.0,449.0,440.0,443.0,22046.0
2017-06-15,83.0,455.0,441.0,444.0,12239.0
2017-06-18,85.0,448.0,437.0,440.0,16272.0
2017-06-19,85.0,440.0,427.0,433.0,10177.0
2017-06-20,135.0,440.0,426.0,431.0,25219.0
2017-06-21,150.0,435.0,425.0,425.0,32338.0
2017-06-22,131.0,432.0,425.0,425.0,24475.0
2017-06-25,113.0,434.0,427.0,427.0,28842.0
